src,rel,dst,evidence,value,strength
od_0ad96184,GOVERNED_BY,rule_cdr_normal,,,strong
od_169e2503,GOVERNED_BY,rule_cdr_normal,,,strong
od_189ec87f,GOVERNED_BY,rule_cdr_normal,,,strong
od_0ac8e347,GOVERNED_BY,rule_cdr_normal,,,strong
od_49372eb7,GOVERNED_BY,rule_cdr_normal,,,strong
od_7fa8111a,GOVERNED_BY,rule_cdr_normal,,,strong
od_0a0fc9e5,GOVERNED_BY,rule_cdr_normal,,,strong
od_8269225f,GOVERNED_BY,rule_cdr_normal,,,strong
od_b6fe62c3,GOVERNED_BY,rule_cdr_normal,,,strong
od_06316208,GOVERNED_BY,rule_cdr_normal,,,strong
od_5de57456,GOVERNED_BY,rule_cdr_normal,,,strong
od_08fbd285,GOVERNED_BY,rule_cdr_normal,,,strong
od_4528f305,GOVERNED_BY,rule_cdr_normal,,,strong
od_4adc867d,GOVERNED_BY,rule_cdr_normal,,,strong
od_1d1dffc7,GOVERNED_BY,rule_cdr_normal,,,strong
od_3be3757b,GOVERNED_BY,rule_cdr_normal,,,strong
od_582745f2,GOVERNED_BY,rule_cdr_normal,,,strong
od_9a13317e,GOVERNED_BY,rule_cdr_normal,,,strong
od_5a056ae4,GOVERNED_BY,rule_cdr_normal,,,strong
od_4f630a59,GOVERNED_BY,rule_cdr_normal,,,strong
od_f3998845,GOVERNED_BY,rule_cdr_normal,,,strong
od_951ea987,GOVERNED_BY,rule_cdr_normal,,,strong
od_95099d04,GOVERNED_BY,rule_cdr_normal,,,strong
od_924bd04d,GOVERNED_BY,rule_cdr_normal,,,strong
od_5122621e,GOVERNED_BY,rule_cdr_normal,,,strong
od_8bad282f,GOVERNED_BY,rule_cdr_normal,,,strong
od_ce95e77a,GOVERNED_BY,rule_cdr_normal,,,strong
od_e0a4648c,GOVERNED_BY,rule_cdr_normal,,,strong
od_9c24a484,GOVERNED_BY,rule_cdr_normal,,,strong
od_2f16d68d,GOVERNED_BY,rule_cdr_normal,,,strong
od_0b6efb3f,GOVERNED_BY,rule_cdr_normal,,,strong
od_cafc2521,GOVERNED_BY,rule_cdr_normal,,,strong
od_e25508a4,GOVERNED_BY,rule_cdr_normal,,,strong
od_01f6545f,GOVERNED_BY,rule_cdr_normal,,,strong
od_70b26fd9,GOVERNED_BY,rule_cdr_normal,,,strong
od_8dab98cc,GOVERNED_BY,rule_cdr_normal,,,strong
od_3875d7fd,GOVERNED_BY,rule_cdr_normal,,,strong
od_96f865f4,GOVERNED_BY,rule_cdr_normal,,,strong
od_de4b93d8,GOVERNED_BY,rule_cdr_normal,,,strong
od_402f5f89,GOVERNED_BY,rule_cdr_normal,,,strong
od_95107143,GOVERNED_BY,rule_cdr_normal,,,strong
od_d64816fb,GOVERNED_BY,rule_cdr_normal,,,strong
od_98bfc4fa,GOVERNED_BY,rule_cdr_normal,,,strong
od_251ec1d9,GOVERNED_BY,rule_cdr_normal,,,strong
od_a2ad8713,GOVERNED_BY,rule_cdr_normal,,,strong
od_23fa697e,GOVERNED_BY,rule_cdr_normal,,,strong
od_37b0f98f,GOVERNED_BY,rule_cdr_normal,,,strong
od_b4f07026,GOVERNED_BY,rule_cdr_normal,,,strong
od_0076184b,GOVERNED_BY,rule_cdr_normal,,,strong
od_f521a4e3,GOVERNED_BY,rule_cdr_normal,,,strong
od_9000e3c8,GOVERNED_BY,rule_cdr_normal,,,strong
od_abb473f2,GOVERNED_BY,rule_cdr_normal,,,strong
od_302f2cb5,GOVERNED_BY,rule_cdr_normal,,,strong
od_de78a6a4,GOVERNED_BY,rule_cdr_normal,,,strong
od_d942a4a3,GOVERNED_BY,rule_cdr_normal,,,strong
od_b14c338e,GOVERNED_BY,rule_cdr_normal,,,strong
od_5b5b95bd,GOVERNED_BY,rule_cdr_normal,,,strong
od_35dd2d20,GOVERNED_BY,rule_cdr_normal,,,strong
od_59036e90,GOVERNED_BY,rule_cdr_normal,,,strong
od_7c893a32,GOVERNED_BY,rule_cdr_normal,,,strong
od_571ca8d1,GOVERNED_BY,rule_cdr_normal,,,strong
od_a6b8ec92,GOVERNED_BY,rule_cdr_normal,,,strong
od_934e5c40,GOVERNED_BY,rule_cdr_normal,,,strong
od_6fa0a9dc,GOVERNED_BY,rule_cdr_normal,,,strong
od_98c04870,GOVERNED_BY,rule_cdr_normal,,,strong
od_1d9278e7,GOVERNED_BY,rule_cdr_normal,,,strong
od_fbcbbaf1,GOVERNED_BY,rule_cdr_normal,,,strong
od_00ef0999,GOVERNED_BY,rule_cdr_normal,,,strong
od_c03e5fd2,GOVERNED_BY,rule_cdr_normal,,,strong
od_481f8aba,GOVERNED_BY,rule_cdr_normal,,,strong
od_a312bb72,GOVERNED_BY,rule_cdr_normal,,,strong
od_5f8f2f94,GOVERNED_BY,rule_cdr_normal,,,strong
od_a0bdb035,GOVERNED_BY,rule_cdr_normal,,,strong
od_5dddca86,GOVERNED_BY,rule_cdr_normal,,,strong
od_b70985b2,GOVERNED_BY,rule_cdr_normal,,,strong
od_0bff7aa4,GOVERNED_BY,rule_cdr_normal,,,strong
od_1d849668,GOVERNED_BY,rule_cdr_normal,,,strong
od_872b3bc2,GOVERNED_BY,rule_cdr_normal,,,strong
od_1775e0c8,GOVERNED_BY,rule_cdr_normal,,,strong
od_947a6308,GOVERNED_BY,rule_cdr_normal,,,strong
od_7a907cea,GOVERNED_BY,rule_cdr_normal,,,strong
od_6f92a96d,GOVERNED_BY,rule_cdr_normal,,,strong
od_4c07a2c8,GOVERNED_BY,rule_cdr_normal,,,strong
od_ffa4fccf,GOVERNED_BY,rule_cdr_normal,,,strong
od_709500dc,GOVERNED_BY,rule_cdr_normal,,,strong
od_9626f90a,GOVERNED_BY,rule_cdr_normal,,,strong
od_d52cf585,GOVERNED_BY,rule_cdr_normal,,,strong
od_7dfd6458,GOVERNED_BY,rule_cdr_normal,,,strong
od_c144427d,GOVERNED_BY,rule_cdr_normal,,,strong
od_ca0312cc,GOVERNED_BY,rule_cdr_normal,,,strong
od_36f03ddf,GOVERNED_BY,rule_cdr_normal,,,strong
od_7cb476eb,GOVERNED_BY,rule_cdr_normal,,,strong
od_5ec5eced,GOVERNED_BY,rule_cdr_normal,,,strong
od_c4a54b8a,GOVERNED_BY,rule_cdr_normal,,,strong
od_b97e2cbe,GOVERNED_BY,rule_cdr_normal,,,strong
od_f1dd4038,GOVERNED_BY,rule_cdr_normal,,,strong
od_58a59792,GOVERNED_BY,rule_cdr_normal,,,strong
od_9a2ca6a3,GOVERNED_BY,rule_cdr_normal,,,strong
od_5ed6aef6,GOVERNED_BY,rule_cdr_normal,,,strong
od_3ff17f2f,GOVERNED_BY,rule_cdr_normal,,,strong
od_6315fb85,GOVERNED_BY,rule_cdr_normal,,,strong
od_b935607f,GOVERNED_BY,rule_cdr_normal,,,strong
od_3c7c4cf8,GOVERNED_BY,rule_cdr_normal,,,strong
od_ec74a860,GOVERNED_BY,rule_cdr_normal,,,strong
od_f4c7e01e,GOVERNED_BY,rule_cdr_normal,,,strong
od_aa08ad2c,GOVERNED_BY,rule_cdr_normal,,,strong
od_205026f5,GOVERNED_BY,rule_cdr_normal,,,strong
od_99621ab6,GOVERNED_BY,rule_cdr_normal,,,strong
od_f52ab298,GOVERNED_BY,rule_cdr_normal,,,strong
od_54cf10c4,GOVERNED_BY,rule_cdr_normal,,,strong
od_be789447,GOVERNED_BY,rule_cdr_normal,,,strong
od_6109e6c3,GOVERNED_BY,rule_cdr_normal,,,strong
od_4f9d263f,GOVERNED_BY,rule_cdr_normal,,,strong
od_9f83ee44,GOVERNED_BY,rule_cdr_normal,,,strong
od_e9ce3eb5,GOVERNED_BY,rule_cdr_normal,,,strong
od_94ecc9d6,GOVERNED_BY,rule_cdr_normal,,,strong
od_227563d5,GOVERNED_BY,rule_cdr_normal,,,strong
od_32462243,GOVERNED_BY,rule_cdr_normal,,,strong
od_528d33a6,GOVERNED_BY,rule_cdr_normal,,,strong
od_28854399,GOVERNED_BY,rule_cdr_normal,,,strong
od_25fe61a8,GOVERNED_BY,rule_cdr_normal,,,strong
od_746ec47f,GOVERNED_BY,rule_cdr_normal,,,strong
od_383f26f8,GOVERNED_BY,rule_cdr_normal,,,strong
od_e9e16697,GOVERNED_BY,rule_cdr_normal,,,strong
od_fa537fbf,GOVERNED_BY,rule_cdr_normal,,,strong
od_482d68f6,GOVERNED_BY,rule_cdr_normal,,,strong
od_c8af9d21,GOVERNED_BY,rule_cdr_normal,,,strong
od_bc286849,GOVERNED_BY,rule_cdr_normal,,,strong
od_7f1c230c,GOVERNED_BY,rule_cdr_normal,,,strong
od_217b92f9,GOVERNED_BY,rule_cdr_normal,,,strong
od_2c7e7323,GOVERNED_BY,rule_cdr_normal,,,strong
od_bb37f2ee,GOVERNED_BY,rule_cdr_normal,,,strong
od_a4fe9715,GOVERNED_BY,rule_cdr_normal,,,strong
od_fa95f7b5,GOVERNED_BY,rule_cdr_normal,,,strong
od_34d2f588,GOVERNED_BY,rule_cdr_normal,,,strong
od_6e5952ba,GOVERNED_BY,rule_cdr_normal,,,strong
od_0e1834de,GOVERNED_BY,rule_cdr_normal,,,strong
od_b67ff430,GOVERNED_BY,rule_cdr_normal,,,strong
od_259453cf,GOVERNED_BY,rule_cdr_normal,,,strong
od_49e3c465,GOVERNED_BY,rule_cdr_normal,,,strong
od_5052626e,GOVERNED_BY,rule_cdr_normal,,,strong
od_7566287f,GOVERNED_BY,rule_cdr_normal,,,strong
od_1f270c35,GOVERNED_BY,rule_cdr_normal,,,strong
od_14f67a3e,GOVERNED_BY,rule_cdr_normal,,,strong
od_ff5cef65,GOVERNED_BY,rule_cdr_normal,,,strong
od_ff3e946b,GOVERNED_BY,rule_cdr_normal,,,strong
od_03d17db5,GOVERNED_BY,rule_cdr_normal,,,strong
od_bcc4e966,GOVERNED_BY,rule_cdr_normal,,,strong
od_2bccc2e0,GOVERNED_BY,rule_cdr_normal,,,strong
od_62d25121,GOVERNED_BY,rule_cdr_normal,,,strong
od_398f8f3b,GOVERNED_BY,rule_cdr_normal,,,strong
od_04da41d7,GOVERNED_BY,rule_cdr_normal,,,strong
od_af4e73f6,GOVERNED_BY,rule_cdr_normal,,,strong
od_7ebec389,GOVERNED_BY,rule_cdr_normal,,,strong
od_1841f440,GOVERNED_BY,rule_cdr_normal,,,strong
od_7fe5650e,GOVERNED_BY,rule_cdr_normal,,,strong
od_d1762143,GOVERNED_BY,rule_cdr_normal,,,strong
od_6cf364a6,GOVERNED_BY,rule_cdr_normal,,,strong
od_4aa284c5,GOVERNED_BY,rule_cdr_normal,,,strong
od_ead7cc54,GOVERNED_BY,rule_cdr_normal,,,strong
od_5cb8cac1,GOVERNED_BY,rule_cdr_normal,,,strong
od_162f0bb8,GOVERNED_BY,rule_cdr_normal,,,strong
od_824484e4,GOVERNED_BY,rule_cdr_normal,,,strong
od_607c92a8,GOVERNED_BY,rule_cdr_normal,,,strong
od_846b608b,GOVERNED_BY,rule_cdr_normal,,,strong
od_e248cfae,GOVERNED_BY,rule_cdr_normal,,,strong
od_c473b87c,GOVERNED_BY,rule_cdr_normal,,,strong
od_18a25e82,GOVERNED_BY,rule_cdr_normal,,,strong
od_37b7f089,GOVERNED_BY,rule_cdr_normal,,,strong
od_8879baea,GOVERNED_BY,rule_cdr_normal,,,strong
od_df8e8b9b,GOVERNED_BY,rule_cdr_normal,,,strong
od_b2301d41,GOVERNED_BY,rule_cdr_normal,,,strong
od_0daff466,GOVERNED_BY,rule_cdr_normal,,,strong
od_e35efe21,GOVERNED_BY,rule_cdr_normal,,,strong
od_7a1e5244,GOVERNED_BY,rule_cdr_normal,,,strong
od_9709ec5e,GOVERNED_BY,rule_cdr_normal,,,strong
od_2df9df59,GOVERNED_BY,rule_cdr_normal,,,strong
od_dd90b8b8,GOVERNED_BY,rule_cdr_normal,,,strong
od_2ea2eb14,GOVERNED_BY,rule_cdr_normal,,,strong
od_1f89bf22,GOVERNED_BY,rule_cdr_normal,,,strong
od_9df47979,GOVERNED_BY,rule_cdr_normal,,,strong
od_669e3cd6,GOVERNED_BY,rule_cdr_normal,,,strong
od_dab3c1af,GOVERNED_BY,rule_cdr_normal,,,strong
od_bf4b6801,GOVERNED_BY,rule_cdr_normal,,,strong
od_69dd2cdf,GOVERNED_BY,rule_cdr_normal,,,strong
od_3ea8495a,GOVERNED_BY,rule_cdr_normal,,,strong
od_499db979,GOVERNED_BY,rule_cdr_normal,,,strong
od_761c5563,GOVERNED_BY,rule_cdr_normal,,,strong
od_3b32d618,GOVERNED_BY,rule_cdr_normal,,,strong
od_61d588c7,GOVERNED_BY,rule_cdr_normal,,,strong
od_0c68c994,GOVERNED_BY,rule_cdr_normal,,,strong
od_60ec3a36,GOVERNED_BY,rule_cdr_normal,,,strong
od_f8be5be4,GOVERNED_BY,rule_cdr_normal,,,strong
od_8ef9f23f,GOVERNED_BY,rule_cdr_normal,,,strong
od_e4b3a5af,GOVERNED_BY,rule_cdr_normal,,,strong
od_f4623d1e,GOVERNED_BY,rule_cdr_normal,,,strong
od_9e4328a9,GOVERNED_BY,rule_cdr_normal,,,strong
od_fae59225,GOVERNED_BY,rule_cdr_normal,,,strong
od_cac7a669,GOVERNED_BY,rule_cdr_normal,,,strong
od_e5672c29,GOVERNED_BY,rule_cdr_normal,,,strong
od_256e8437,GOVERNED_BY,rule_cdr_normal,,,strong
od_b79895db,GOVERNED_BY,rule_cdr_normal,,,strong
od_8c5cb8ff,GOVERNED_BY,rule_cdr_normal,,,strong
od_3c668fd3,GOVERNED_BY,rule_cdr_normal,,,strong
od_f51afc29,GOVERNED_BY,rule_cdr_normal,,,strong
od_13d8e0b4,GOVERNED_BY,rule_cdr_normal,,,strong
od_cee8302b,GOVERNED_BY,rule_cdr_normal,,,strong
od_cd8ff0cf,GOVERNED_BY,rule_cdr_normal,,,strong
od_d7647f59,GOVERNED_BY,rule_cdr_normal,,,strong
od_390ddc50,GOVERNED_BY,rule_cdr_normal,,,strong
od_5244fb51,GOVERNED_BY,rule_cdr_normal,,,strong
od_96c413dd,GOVERNED_BY,rule_cdr_normal,,,strong
od_5f1c0c0b,GOVERNED_BY,rule_cdr_normal,,,strong
od_f5c2e202,GOVERNED_BY,rule_cdr_normal,,,strong
od_02eb8478,GOVERNED_BY,rule_cdr_normal,,,strong
od_df2f8b57,GOVERNED_BY,rule_cdr_normal,,,strong
od_dd88e0a1,GOVERNED_BY,rule_cdr_normal,,,strong
od_19caccea,GOVERNED_BY,rule_cdr_normal,,,strong
od_7853a628,GOVERNED_BY,rule_cdr_normal,,,strong
od_1c91396d,GOVERNED_BY,rule_cdr_normal,,,strong
od_6b605777,GOVERNED_BY,rule_cdr_normal,,,strong
od_a4a93d57,GOVERNED_BY,rule_cdr_normal,,,strong
od_8e97afbc,GOVERNED_BY,rule_cdr_normal,,,strong
od_53f6d7d3,GOVERNED_BY,rule_cdr_normal,,,strong
od_4014ce77,GOVERNED_BY,rule_cdr_normal,,,strong
od_c8a2e5b8,GOVERNED_BY,rule_cdr_normal,,,strong
od_27a91bf8,GOVERNED_BY,rule_cdr_normal,,,strong
od_3c0bf0ed,GOVERNED_BY,rule_cdr_normal,,,strong
od_aa189a91,GOVERNED_BY,rule_cdr_normal,,,strong
od_a43d245b,GOVERNED_BY,rule_cdr_normal,,,strong
od_850888da,GOVERNED_BY,rule_cdr_normal,,,strong
od_6d58accf,GOVERNED_BY,rule_cdr_normal,,,strong
od_f1c90727,GOVERNED_BY,rule_cdr_normal,,,strong
od_8c2d575b,GOVERNED_BY,rule_cdr_normal,,,strong
od_47f13dcd,GOVERNED_BY,rule_cdr_normal,,,strong
od_0efd7517,GOVERNED_BY,rule_cdr_normal,,,strong
od_dc25d03b,GOVERNED_BY,rule_cdr_normal,,,strong
od_65046681,GOVERNED_BY,rule_cdr_normal,,,strong
od_ff4d65f0,GOVERNED_BY,rule_cdr_normal,,,strong
od_0bfb3670,GOVERNED_BY,rule_cdr_normal,,,strong
od_1b94ee23,GOVERNED_BY,rule_cdr_normal,,,strong
od_eddbdd2e,GOVERNED_BY,rule_cdr_normal,,,strong
od_b44a79dd,GOVERNED_BY,rule_cdr_normal,,,strong
od_634f9191,GOVERNED_BY,rule_cdr_normal,,,strong
od_89c5259f,GOVERNED_BY,rule_cdr_normal,,,strong
od_32724797,GOVERNED_BY,rule_cdr_normal,,,strong
od_54f54399,GOVERNED_BY,rule_cdr_normal,,,strong
od_78437e06,GOVERNED_BY,rule_cdr_normal,,,strong
od_874ba8df,GOVERNED_BY,rule_cdr_normal,,,strong
od_9ba9a719,GOVERNED_BY,rule_cdr_normal,,,strong
od_debeebb1,GOVERNED_BY,rule_cdr_normal,,,strong
od_e2603078,GOVERNED_BY,rule_cdr_normal,,,strong
od_04702913,GOVERNED_BY,rule_cdr_normal,,,strong
od_d10f01fb,GOVERNED_BY,rule_cdr_normal,,,strong
od_2fc39b99,GOVERNED_BY,rule_cdr_normal,,,strong
od_9b757fa1,GOVERNED_BY,rule_cdr_normal,,,strong
od_0609b95e,GOVERNED_BY,rule_cdr_normal,,,strong
od_ca235500,GOVERNED_BY,rule_cdr_normal,,,strong
od_ef904bba,GOVERNED_BY,rule_cdr_normal,,,strong
od_3e6c91fe,GOVERNED_BY,rule_cdr_normal,,,strong
od_fbb1ab67,GOVERNED_BY,rule_cdr_normal,,,strong
od_797a44e6,GOVERNED_BY,rule_cdr_normal,,,strong
od_0130563c,GOVERNED_BY,rule_cdr_normal,,,strong
od_7409a9fc,GOVERNED_BY,rule_cdr_normal,,,strong
od_7d39bb84,GOVERNED_BY,rule_cdr_normal,,,strong
od_3ff4f328,GOVERNED_BY,rule_cdr_normal,,,strong
od_ffd82e1a,GOVERNED_BY,rule_cdr_normal,,,strong
od_c20e1dd9,GOVERNED_BY,rule_cdr_normal,,,strong
od_7c64cb7b,GOVERNED_BY,rule_cdr_normal,,,strong
od_2d86e72a,GOVERNED_BY,rule_cdr_normal,,,strong
od_b5e9145d,GOVERNED_BY,rule_cdr_normal,,,strong
od_c2e736f6,GOVERNED_BY,rule_cdr_normal,,,strong
od_d8f95ca8,GOVERNED_BY,rule_cdr_normal,,,strong
od_01a183ff,GOVERNED_BY,rule_cdr_normal,,,strong
od_20982d8e,GOVERNED_BY,rule_cdr_normal,,,strong
od_b76c1d82,GOVERNED_BY,rule_cdr_normal,,,strong
od_cfcdc60e,GOVERNED_BY,rule_cdr_normal,,,strong
od_df0861d8,GOVERNED_BY,rule_cdr_normal,,,strong
od_6192dada,GOVERNED_BY,rule_cdr_normal,,,strong
od_1444d522,GOVERNED_BY,rule_cdr_normal,,,strong
od_2005a236,GOVERNED_BY,rule_cdr_normal,,,strong
od_471aae29,GOVERNED_BY,rule_cdr_normal,,,strong
od_6e246b54,GOVERNED_BY,rule_cdr_normal,,,strong
od_416d4e53,GOVERNED_BY,rule_cdr_normal,,,strong
od_e9f4dc2b,GOVERNED_BY,rule_cdr_normal,,,strong
od_5073fea7,GOVERNED_BY,rule_cdr_normal,,,strong
od_16d134bc,GOVERNED_BY,rule_cdr_normal,,,strong
od_6d550921,GOVERNED_BY,rule_cdr_normal,,,strong
od_3c144144,GOVERNED_BY,rule_cdr_normal,,,strong
od_92039504,GOVERNED_BY,rule_cdr_normal,,,strong
od_4cf6080f,GOVERNED_BY,rule_cdr_normal,,,strong
od_6e359388,GOVERNED_BY,rule_cdr_normal,,,strong
od_7ac37c8e,GOVERNED_BY,rule_cdr_normal,,,strong
od_1b46f285,GOVERNED_BY,rule_cdr_normal,,,strong
od_8e63698d,GOVERNED_BY,rule_cdr_normal,,,strong
od_10009c2d,GOVERNED_BY,rule_cdr_normal,,,strong
od_c433c5e4,GOVERNED_BY,rule_cdr_normal,,,strong
od_4a8494d7,GOVERNED_BY,rule_cdr_normal,,,strong
od_cbd7d7c5,GOVERNED_BY,rule_cdr_normal,,,strong
od_72feb83d,GOVERNED_BY,rule_cdr_normal,,,strong
od_c434d2cd,GOVERNED_BY,rule_cdr_normal,,,strong
od_1a2bac88,GOVERNED_BY,rule_cdr_normal,,,strong
od_d16fb502,GOVERNED_BY,rule_cdr_normal,,,strong
od_9a17a8e9,GOVERNED_BY,rule_cdr_normal,,,strong
od_f0b872ee,GOVERNED_BY,rule_cdr_normal,,,strong
od_ce6832c0,GOVERNED_BY,rule_cdr_normal,,,strong
od_43b4c790,GOVERNED_BY,rule_cdr_normal,,,strong
od_90e889ed,GOVERNED_BY,rule_cdr_normal,,,strong
od_2526afaf,GOVERNED_BY,rule_cdr_normal,,,strong
od_16162f43,GOVERNED_BY,rule_cdr_normal,,,strong
od_3ca545b0,GOVERNED_BY,rule_cdr_normal,,,strong
od_74eb334c,GOVERNED_BY,rule_cdr_normal,,,strong
od_0fa363a4,GOVERNED_BY,rule_cdr_normal,,,strong
od_c4aa04e3,GOVERNED_BY,rule_cdr_normal,,,strong
od_60afafb8,GOVERNED_BY,rule_cdr_normal,,,strong
od_c47ddb2f,GOVERNED_BY,rule_cdr_normal,,,strong
od_66642782,GOVERNED_BY,rule_cdr_normal,,,strong
od_add74ba5,GOVERNED_BY,rule_cdr_normal,,,strong
od_a7aa9e07,GOVERNED_BY,rule_cdr_normal,,,strong
od_1d82c59d,GOVERNED_BY,rule_cdr_normal,,,strong
od_0f5e58ac,GOVERNED_BY,rule_cdr_normal,,,strong
od_9e7378d7,GOVERNED_BY,rule_cdr_normal,,,strong
od_bf16fd8c,GOVERNED_BY,rule_cdr_normal,,,strong
od_f420882a,GOVERNED_BY,rule_cdr_normal,,,strong
od_e6ac14f4,GOVERNED_BY,rule_cdr_normal,,,strong
od_42583b3c,GOVERNED_BY,rule_cdr_normal,,,strong
od_59c38a84,GOVERNED_BY,rule_cdr_normal,,,strong
od_14417ee8,GOVERNED_BY,rule_cdr_normal,,,strong
od_94b4ca02,GOVERNED_BY,rule_cdr_normal,,,strong
od_2a20e691,GOVERNED_BY,rule_cdr_normal,,,strong
od_a241c01a,GOVERNED_BY,rule_cdr_normal,,,strong
od_f5d8bf32,GOVERNED_BY,rule_cdr_normal,,,strong
od_e8e6eb58,GOVERNED_BY,rule_cdr_normal,,,strong
od_b6df760a,GOVERNED_BY,rule_cdr_normal,,,strong
od_64fbd00b,GOVERNED_BY,rule_cdr_normal,,,strong
od_4e1e14c3,GOVERNED_BY,rule_cdr_normal,,,strong
od_891fc44b,GOVERNED_BY,rule_cdr_normal,,,strong
od_b080bf5e,GOVERNED_BY,rule_cdr_normal,,,strong
od_8a5be573,GOVERNED_BY,rule_cdr_normal,,,strong
od_7b81cb89,GOVERNED_BY,rule_cdr_normal,,,strong
od_e81739bf,GOVERNED_BY,rule_cdr_normal,,,strong
od_01e20f64,GOVERNED_BY,rule_cdr_normal,,,strong
od_3c628e0d,GOVERNED_BY,rule_cdr_normal,,,strong
od_bc43be41,GOVERNED_BY,rule_cdr_normal,,,strong
od_d07c7d8f,GOVERNED_BY,rule_cdr_normal,,,strong
od_8628ec97,GOVERNED_BY,rule_cdr_normal,,,strong
od_ba43c25f,GOVERNED_BY,rule_cdr_normal,,,strong
od_3f972798,GOVERNED_BY,rule_cdr_normal,,,strong
od_fa042828,GOVERNED_BY,rule_cdr_normal,,,strong
od_aa21608d,GOVERNED_BY,rule_cdr_normal,,,strong
od_6a598cc5,GOVERNED_BY,rule_cdr_normal,,,strong
od_658938d2,GOVERNED_BY,rule_cdr_normal,,,strong
od_59467b13,GOVERNED_BY,rule_cdr_normal,,,strong
od_834fded6,GOVERNED_BY,rule_cdr_normal,,,strong
od_b208b89e,GOVERNED_BY,rule_cdr_normal,,,strong
od_d150f8d6,GOVERNED_BY,rule_cdr_normal,,,strong
od_261ab380,GOVERNED_BY,rule_cdr_normal,,,strong
od_1490cd1b,GOVERNED_BY,rule_cdr_normal,,,strong
od_5bf8aab7,GOVERNED_BY,rule_cdr_normal,,,strong
od_52ac91ff,GOVERNED_BY,rule_cdr_normal,,,strong
od_1ef99fea,GOVERNED_BY,rule_cdr_normal,,,strong
od_5a77c7e1,GOVERNED_BY,rule_cdr_normal,,,strong
od_486fc00c,GOVERNED_BY,rule_cdr_normal,,,strong
od_dcd99162,GOVERNED_BY,rule_cdr_normal,,,strong
od_62ce1061,GOVERNED_BY,rule_cdr_normal,,,strong
od_73787c81,GOVERNED_BY,rule_cdr_normal,,,strong
od_bbc1853e,GOVERNED_BY,rule_cdr_normal,,,strong
od_10de4b99,GOVERNED_BY,rule_cdr_normal,,,strong
od_49c3fbad,GOVERNED_BY,rule_cdr_normal,,,strong
rim_9e80b705,GOVERNED_BY,rule_isnt_normal,,,strong
rim_87c51242,GOVERNED_BY,rule_isnt_normal,,,strong
rim_3c073ffd,GOVERNED_BY,rule_isnt_normal,,,strong
rim_b4a498d7,GOVERNED_BY,rule_isnt_normal,,,strong
rim_b7a755c4,GOVERNED_BY,rule_isnt_normal,,,strong
rim_88768f3e,GOVERNED_BY,rule_isnt_normal,,,strong
rim_c373c2ea,GOVERNED_BY,rule_isnt_normal,,,strong
rim_4cb0afad,GOVERNED_BY,rule_isnt_normal,,,strong
rim_df17aabc,GOVERNED_BY,rule_isnt_normal,,,strong
rim_4674d6bb,GOVERNED_BY,rule_isnt_normal,,,strong
rim_f518e4bb,GOVERNED_BY,rule_isnt_normal,,,strong
rim_f36d4758,GOVERNED_BY,rule_isnt_normal,,,strong
rim_df1cb5ed,GOVERNED_BY,rule_isnt_normal,,,strong
rim_e777d1cb,GOVERNED_BY,rule_isnt_normal,,,strong
rim_c0663c24,GOVERNED_BY,rule_isnt_normal,,,strong
rim_018afed6,GOVERNED_BY,rule_isnt_normal,,,strong
rim_8d1798da,GOVERNED_BY,rule_isnt_normal,,,strong
rim_37a34a08,GOVERNED_BY,rule_isnt_normal,,,strong
rim_e9f87a34,GOVERNED_BY,rule_isnt_normal,,,strong
rim_c90313f5,GOVERNED_BY,rule_isnt_normal,,,strong
rim_01540240,GOVERNED_BY,rule_isnt_normal,,,strong
rim_2adc923a,GOVERNED_BY,rule_isnt_normal,,,strong
rim_05404b15,GOVERNED_BY,rule_isnt_normal,,,strong
rim_ff7fad9b,GOVERNED_BY,rule_isnt_normal,,,strong
rim_be5563da,GOVERNED_BY,rule_isnt_normal,,,strong
rim_254dfba3,GOVERNED_BY,rule_isnt_normal,,,strong
rim_ecf665dc,GOVERNED_BY,rule_isnt_normal,,,strong
rim_018a0b2c,GOVERNED_BY,rule_isnt_normal,,,strong
rim_899bfe8e,GOVERNED_BY,rule_isnt_normal,,,strong
rim_4a37a009,GOVERNED_BY,rule_isnt_normal,,,strong
rim_88e266cc,GOVERNED_BY,rule_isnt_normal,,,strong
rim_0a2a8a03,GOVERNED_BY,rule_isnt_normal,,,strong
rim_74513efa,GOVERNED_BY,rule_isnt_normal,,,strong
rim_c8bb91c6,GOVERNED_BY,rule_isnt_normal,,,strong
rim_0ab4d2e9,GOVERNED_BY,rule_isnt_normal,,,strong
rim_8a8f1e11,GOVERNED_BY,rule_isnt_normal,,,strong
rim_090278bf,GOVERNED_BY,rule_isnt_normal,,,strong
rim_31e88f0c,GOVERNED_BY,rule_isnt_normal,,,strong
rim_09d43ab9,GOVERNED_BY,rule_isnt_normal,,,strong
rim_8d3d9a25,GOVERNED_BY,rule_isnt_normal,,,strong
rim_a561673d,GOVERNED_BY,rule_isnt_normal,,,strong
rim_af5aa948,GOVERNED_BY,rule_isnt_normal,,,strong
rim_73bbb421,GOVERNED_BY,rule_isnt_normal,,,strong
rim_3be8f205,GOVERNED_BY,rule_isnt_normal,,,strong
rim_f11e08ee,GOVERNED_BY,rule_isnt_normal,,,strong
rim_1337f5f5,GOVERNED_BY,rule_isnt_normal,,,strong
rim_8bc1993f,GOVERNED_BY,rule_isnt_normal,,,strong
